"PDF","PMID","OUTCOME","COMMENTS","PAGE","LAYOUT","ARMS","ARMS_WITH_N","LINES","VARIABLES","CONTINUOUS","SKIPPED","SECONDS"
"eja/2003/12.5.pdf","14690101","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/12.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/2.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/2.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.4
"eja/2003/2.2.pdf","12622499","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/2.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/2.3.pdf","12622501","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/2.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/2.4.pdf","12622502","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/2.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/3.1.pdf","12650495","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/3.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/4.1.pdf","12703834","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/4.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/5.1.pdf","12790212","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/5.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/5.2.pdf","12790214","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/5.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/5.3.pdf","12790216","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/5.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.4
"eja/2003/6.1.pdf","12803261","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/6.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.4
"eja/2003/6.2.pdf","12803263","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/6.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2003/6.3.pdf","12803268","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/6.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/6.4.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/6.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/6.5.pdf","12803270","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/6.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/7.1.pdf","12884987","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/7.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/7.2.pdf","12884988","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/7.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/7.3.pdf","12884990","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/7.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/8.1.pdf","12932063","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/8.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/8.2.pdf","12932064","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/8.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/8.3.pdf","12932065","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/8.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/8.4.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/8.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/8.5.pdf","12932067","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/8.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/8.6.pdf","12932068","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/8.6.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2003/8.7.pdf","12932071","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/8.7.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/9.1.pdf","12974590","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/9.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2003/9.2.pdf","12974591","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/9.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2003/9.3.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2003/9.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/1.1.pdf","14768919","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/1.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2004/1.2.pdf","14768921","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/1.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/1.3.pdf","14768922","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/1.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/1.4.pdf","14768925","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/1.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.35
"eja/2004/10.1.pdf","15678729","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/10.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/10.2.pdf","15678730","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/10.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/10.3.pdf","15678732","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/10.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/10.4.pdf","15678733","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/10.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/10.5.pdf","15678734","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/10.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/10.6.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/10.6.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/11.1.pdf","15717699","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/11.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/11.2.pdf","15717704","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/11.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/11.3.pdf","15717708","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/11.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/11.4.pdf","15717709","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/11.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/12.1.pdf","15719855","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/12.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/12.2.pdf","15719856","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/12.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/3.1.pdf","15055890","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/3.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/3.2.pdf","15055891","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/3.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/3.3.pdf","15055896","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/3.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/3.4 (retracted Boldt).pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/eja/2004/3.4 (retracted Boldt).pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.4
"eja/2004/4.1.pdf","15109187","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/4.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/4.2.pdf","15109188","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/4.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2004/5.1.pdf","15141795","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/5.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/5.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/5.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/5.3.pdf","15141801","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/5.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/6.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/6.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/6.2.pdf","15248628","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/6.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.41
"eja/2004/6.3.pdf","15248630","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/6.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/7.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/7.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/7.2.pdf","15318465","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/7.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/7.3.pdf","15318466","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/7.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2004/7.4.pdf","15318467","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/7.4.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/7.5.pdf","15318468","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/7.5.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/7.6.pdf","15318468","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/7.6.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.39
"eja/2004/8.1.pdf","15473615","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/8.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.38
"eja/2004/8.2.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/8.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.37
"eja/2004/8.3.pdf","15473622","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/8.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/9.1.pdf","15595583","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/9.1.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/9.2.pdf","15595587","not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/9.2.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2004/9.3.pdf",NA,"not successfully parsed","Failed at table-page identification: No text layer found in C:/temp/journals/eja/2004/9.3.pdf - it is a scanned image. Re-run with ocr = TRUE.",NA,NA,NA,NA,0,0,0,NA,0.36
"eja/2005/10.2.pdf",NA,"successfully parsed","Table page 3 (columns layout); 2 arm(s), 0 with N; 4 table lines -> 2 variables (0 continuous rows); 8 line(s) skipped as unusable; heuristic engine, 1.1 s",3,"columns",2,0,4,2,0,8,1.11
"eja/2005/10.3.pdf",NA,"successfully parsed","Table page 5 (single layout); 5 arm(s), 2 with N; 15 table lines -> 4 variables (0 continuous rows); 0 line(s) skipped as unusable; heuristic engine, 1.1 s",5,"single",5,2,15,4,0,0,1.07
"eja/2005/10.4.pdf",NA,"successfully parsed","Table page 3 (single layout); 7 arm(s), 1 with N; 27 table lines -> 4 variables (4 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"single",7,1,27,4,4,2,0.84
"eja/2005/2.2.pdf",NA,"successfully parsed","Table page 3 (single layout); 2 arm(s), 2 with N; 6 table lines -> 3 variables (0 continuous rows); 10 line(s) skipped as unusable; heuristic engine, 0.7 s",3,"single",2,2,6,3,0,10,0.72
"eja/2005/3.2.pdf",NA,"successfully parsed","Table page 3 (columns layout); 4 arm(s), 0 with N; 5 table lines -> 2 variables (0 continuous rows); 4 line(s) skipped as unusable; heuristic engine, 1.0 s",3,"columns",4,0,5,2,0,4,1.03
"eja/2005/4.3.pdf",NA,"successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 9 table lines -> 3 variables (1 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,3,9,3,1,1,0.79
"eja/2005/6.7.pdf",NA,"successfully parsed","Table page 3 (columns layout); 3 arm(s), 3 with N; 6 table lines -> 2 variables (0 continuous rows); 3 line(s) skipped as unusable; heuristic engine, 0.8 s",3,"columns",3,3,6,2,0,3,0.75
"eja/2006/10.3.pdf",NA,"successfully parsed","Table page 2 (columns layout); 2 arm(s), 0 with N; 4 table lines -> 2 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",2,"columns",2,0,4,2,0,2,0.99
"eja/2006/12.1.pdf",NA,"not successfully parsed","Failed at table-page identification: No usable baseline table could be parsed from C:/temp/journals/eja/2006/12.1.pdf. Try the `pages` or `layout` argument, or ai = ""always"".",NA,NA,NA,NA,0,0,0,NA,0.98
"eja/2006/12.3.pdf",NA,"successfully parsed","Table page 5 (columns layout); 3 arm(s), 3 with N; 3 table lines -> 1 variables (0 continuous rows); 5 line(s) skipped as unusable; heuristic engine, 1.0 s",5,"columns",3,3,3,1,0,5,1
"eja/2006/3.2.pdf",NA,"successfully parsed","Table page 4 (columns layout); 1 arm(s), 0 with N; 9 table lines -> 9 variables (9 continuous rows); 1 line(s) skipped as unusable; heuristic engine, 1.2 s",4,"columns",1,0,9,9,9,1,1.21
"eja/2006/5.2.pdf",NA,"successfully parsed","Table page 2 (single layout); 2 arm(s), 0 with N; 2 table lines -> 1 variables (0 continuous rows); 2 line(s) skipped as unusable; heuristic engine, 1.0 s",2,"single",2,0,2,1,0,2,0.97
